date;tas;sfcwind;rlds;rsds;huss;uas;vas
1950-01-01;;;;;;;
1950-01-02;;;;;;;
1950-01-03;;;;;;;
1950-01-04;;;;;;;
1950-01-05;;;;;;;
1950-01-06;;;;;;;
1950-01-07;;;;;;;
1950-01-08;;;;;;;
1950-01-09;;;;;;;
1950-01-10;;;;;;;
1950-01-11;;;;;;;
1950-01-12;;;;;;;
1950-01-13;;;;;;;
1950-01-14;;;;;;;
1950-01-15;;;;;;;
1950-01-16;;;;;;;
1950-01-17;;;;;;;
1950-01-18;;;;;;;
1950-01-19;;;;;;;
1950-01-20;;;;;;;
1950-01-21;;;;;;;
1950-01-22;;;;;;;
1950-01-23;;;;;;;
1950-01-24;;;;;;;
1950-01-25;;;;;;;
1950-01-26;;;;;;;
1950-01-27;;;;;;;
1950-01-28;;;;;;;
1950-01-29;;;;;;;
1950-01-30;;;;;;;
1950-01-31;;;;;;;
1950-02-01;;;;;;;
1950-02-02;;;;;;;
1950-02-03;;;;;;;
1950-02-04;;;;;;;
1950-02-05;;;;;;;
1950-02-06;;;;;;;
1950-02-07;;;;;;;
1950-02-08;;;;;;;
1950-02-09;;;;;;;
1950-02-10;;;;;;;
1950-02-11;;;;;;;
1950-02-12;;;;;;;
1950-02-13;;;;;;;
1950-02-14;;;;;;;
1950-02-15;;;;;;;
1950-02-16;;;;;;;
1950-02-17;;;;;;;
